full_path,gender,age
imdb_crop/42/nm0000142_rm1319864832_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm1336642048_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm1458210304_1930-5-31_2010.jpg,1,79
imdb_crop/42/nm0000142_rm148670976_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm154507776_1930-5-31_2007.jpg,1,76
imdb_crop/42/nm0000142_rm1549965568_1930-5-31_2002.jpg,1,71
imdb_crop/42/nm0000142_rm1567422464_1930-5-31_2014.jpg,1,83
imdb_crop/42/nm0000142_rm1584199680_1930-5-31_2014.jpg,1,83
imdb_crop/42/nm0000142_rm1716491264_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm172987392_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm176793856_1930-5-31_2012.jpg,1,81
imdb_crop/42/nm0000142_rm182225408_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm191801344_1930-5-31_2012.jpg,1,81
imdb_crop/42/nm0000142_rm1932112384_1930-5-31_2011.jpg,1,80
imdb_crop/42/nm0000142_rm2067110400_1930-5-31_2007.jpg,1,76
imdb_crop/42/nm0000142_rm211811840_1930-5-31_2014.jpg,1,83
imdb_crop/42/nm0000142_rm2156439808_1930-5-31_2012.jpg,1,81
imdb_crop/42/nm0000142_rm2273880320_1930-5-31_2012.jpg,1,81
imdb_crop/42/nm0000142_rm2355858944_1930-5-31_2009.jpg,1,78
imdb_crop/42/nm0000142_rm2431945728_1930-5-31_2004.jpg,1,73
imdb_crop/42/nm0000142_rm243902720_1930-5-31_2012.jpg,1,81
imdb_crop/42/nm0000142_rm2473299456_1930-5-31_2009.jpg,1,78
imdb_crop/42/nm0000142_rm2482277376_1930-5-31_2004.jpg,1,73
imdb_crop/42/nm0000142_rm2633272320_1930-5-31_2004.jpg,1,73
imdb_crop/42/nm0000142_rm2750712832_1930-5-31_2004.jpg,1,73
imdb_crop/42/nm0000142_rm2751372032_1930-5-31_2007.jpg,1,76
imdb_crop/42/nm0000142_rm2754324736_1930-5-31_2012.jpg,1,81
imdb_crop/42/nm0000142_rm2768433664_1930-5-31_2015.jpg,1,84
imdb_crop/42/nm0000142_rm2901707776_1930-5-31_2004.jpg,1,73
imdb_crop/42/nm0000142_rm2952039424_1930-5-31_2004.jpg,1,73
imdb_crop/42/nm0000142_rm2968816640_1930-5-31_2004.jpg,1,73
imdb_crop/42/nm0000142_rm31230464_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm327788800_1930-5-31_2012.jpg,1,81
imdb_crop/42/nm0000142_rm3311767040_1930-5-31_2009.jpg,1,78
imdb_crop/42/nm0000142_rm3348607488_1930-5-31_2011.jpg,1,80
imdb_crop/42/nm0000142_rm3362098688_1930-5-31_2009.jpg,1,78
imdb_crop/42/nm0000142_rm3378875904_1930-5-31_2009.jpg,1,78
imdb_crop/42/nm0000142_rm3395653120_1930-5-31_2009.jpg,1,78
imdb_crop/42/nm0000142_rm3498214912_1930-5-31_2010.jpg,1,79
imdb_crop/42/nm0000142_rm3613756928_1930-5-31_2009.jpg,1,78
imdb_crop/42/nm0000142_rm366774784_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm3685455872_1930-5-31_2006.jpg,1,75
imdb_crop/42/nm0000142_rm3719010304_1930-5-31_2006.jpg,1,75
imdb_crop/42/nm0000142_rm378120448_1930-5-31_2012.jpg,1,81
imdb_crop/42/nm0000142_rm394897664_1930-5-31_2012.jpg,1,81
imdb_crop/42/nm0000142_rm4204245504_1930-5-31_2011.jpg,1,80
imdb_crop/42/nm0000142_rm473733888_1930-5-31_2007.jpg,1,76
imdb_crop/42/nm0000142_rm47486720_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm490511104_1930-5-31_2007.jpg,1,76
imdb_crop/42/nm0000142_rm508531712_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm520942080_1930-5-31_2015.jpg,1,84
imdb_crop/42/nm0000142_rm783194368_1930-5-31_2003.jpg,1,72
imdb_crop/42/nm0000142_rm813925888_1930-5-31_2010.jpg,1,79
imdb_crop/42/nm0000142_rm897811968_1930-5-31_2010.jpg,1,79
imdb_crop/42/nm0000142_rm920422912_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm944083968_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm953977344_1930-5-31_2008.jpg,1,77
imdb_crop/42/nm0000142_rm970754560_1930-5-31_2008.jpg,1,77
imdb_crop/48/nm0000148_rm1528289792_1942-7-13_2013.jpg,1,70
imdb_crop/48/nm0000148_rm1578621440_1942-7-13_2013.jpg,1,70
imdb_crop/48/nm0000148_rm1642453760_1942-7-13_2013.jpg,1,70
imdb_crop/48/nm0000148_rm2030763776_1942-7-13_2015.jpg,1,72
imdb_crop/48/nm0000148_rm2164251648_1942-7-13_2013.jpg,1,70
imdb_crop/48/nm0000148_rm2268846848_1942-7-13_2013.jpg,1,70
imdb_crop/48/nm0000148_rm2290277632_1942-7-13_2013.jpg,1,70
imdb_crop/48/nm0000148_rm2529872384_1942-7-13_2014.jpg,1,71
imdb_crop/48/nm0000148_rm2848705024_1942-7-13_2014.jpg,1,71
imdb_crop/48/nm0000148_rm3183401984_1942-7-13_2013.jpg,1,70
imdb_crop/48/nm0000148_rm3305545728_1942-7-13_2013.jpg,1,70
imdb_crop/48/nm0000148_rm3406209024_1942-7-13_2013.jpg,1,70
imdb_crop/48/nm0000148_rm3547909376_1942-7-13_2014.jpg,1,71
imdb_crop/48/nm0000148_rm3581463808_1942-7-13_2014.jpg,1,71
imdb_crop/48/nm0000148_rm3719558656_1942-7-13_2015.jpg,1,72
imdb_crop/48/nm0000148_rm885705216_1942-7-13_2014.jpg,1,71
imdb_crop/51/nm0000151_rm1182968320_1937-6-1_2012.jpg,1,74
imdb_crop/51/nm0000151_rm1294049280_1937-6-1_2013.jpg,1,75
imdb_crop/51/nm0000151_rm1300408832_1937-6-1_2012.jpg,1,74
imdb_crop/51/nm0000151_rm1362073600_1937-6-1_2008.jpg,1,70
imdb_crop/51/nm0000151_rm1367517696_1937-6-1_2012.jpg,1,74
imdb_crop/51/nm0000151_rm1506443264_1937-6-1_2010.jpg,1,72
imdb_crop/51/nm0000151_rm1551992320_1937-6-1_2010.jpg,1,72
imdb_crop/51/nm0000151_rm1553180416_1937-6-1_2013.jpg,1,75
imdb_crop/51/nm0000151_rm1745273344_1937-6-1_2014.jpg,1,76
imdb_crop/51/nm0000151_rm1997847552_1937-6-1_2011.jpg,1,73
imdb_crop/51/nm0000151_rm2090313472_1937-6-1_2013.jpg,1,75
imdb_crop/51/nm0000151_rm2219348992_1937-6-1_2009.jpg,1,71
imdb_crop/51/nm0000151_rm2269680640_1937-6-1_2009.jpg,1,71
imdb_crop/51/nm0000151_rm2346156032_1937-6-1_2008.jpg,1,70
imdb_crop/51/nm0000151_rm2355858944_1937-6-1_2009.jpg,1,71
imdb_crop/51/nm0000151_rm2436488448_1937-6-1_2013.jpg,1,75
imdb_crop/51/nm0000151_rm2444667648_1937-6-1_2012.jpg,1,74
imdb_crop/51/nm0000151_rm2478222080_1937-6-1_2012.jpg,1,74
imdb_crop/51/nm0000151_rm2591000064_1937-6-1_2010.jpg,1,72
imdb_crop/51/nm0000151_rm3488860160_1937-6-1_2014.jpg,1,76
imdb_crop/51/nm0000151_rm3563425280_1937-6-1_2009.jpg,1,71
imdb_crop/51/nm0000151_rm3580202496_1937-6-1_2009.jpg,1,71
imdb_crop/51/nm0000151_rm3859595520_1937-6-1_2014.jpg,1,76
imdb_crop/51/nm0000151_rm3908290560_1937-6-1_2014.jpg,1,76
imdb_crop/51/nm0000151_rm4030323968_1937-6-1_2013.jpg,1,75
imdb_crop/51/nm0000151_rm4227057664_1937-6-1_2014.jpg,1,76
imdb_crop/51/nm0000151_rm4243834880_1937-6-1_2014.jpg,1,76
imdb_crop/51/nm0000151_rm465350656_1937-6-1_2008.jpg,1,70
imdb_crop/51/nm0000151_rm521452544_1937-6-1_2011.jpg,1,73
imdb_crop/51/nm0000151_rm862359040_1937-6-1_2009.jpg,1,71
imdb_crop/51/nm0000151_rm879136256_1937-6-1_2009.jpg,1,71
imdb_crop/63/nm0000163_rm1429057024_1937-8-8_2012.jpg,1,74
imdb_crop/63/nm0000163_rm1573695488_1937-8-8_2011.jpg,1,73
imdb_crop/63/nm0000163_rm164927232_1937-8-8_2008.jpg,1,70
imdb_crop/63/nm0000163_rm1816691712_1937-8-8_2010.jpg,1,72
imdb_crop/63/nm0000163_rm2532296448_1937-8-8_2014.jpg,1,76
imdb_crop/63/nm0000163_rm2760934400_1937-8-8_2010.jpg,1,72
imdb_crop/63/nm0000163_rm3605435648_1937-8-8_2008.jpg,1,70
imdb_crop/63/nm0000163_rm3663245312_1937-8-8_2011.jpg,1,73
imdb_crop/63/nm0000163_rm407405568_1937-8-8_2010.jpg,1,72
imdb_crop/63/nm0000163_rm4091974912_1937-8-8_2008.jpg,1,70
imdb_crop/63/nm0000163_rm4108752128_1937-8-8_2008.jpg,1,70
imdb_crop/63/nm0000163_rm4142306560_1937-8-8_2008.jpg,1,70
imdb_crop/63/nm0000163_rm431665408_1937-8-8_2011.jpg,1,73
imdb_crop/63/nm0000163_rm785684224_1937-8-8_2008.jpg,1,70
imdb_crop/63/nm0000163_rm800763904_1937-8-8_2008.jpg,1,70
imdb_crop/64/nm0000164_rm1405729024_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm1406765824_1937-12-31_2009.jpg,1,71
imdb_crop/64/nm0000164_rm1489293824_1937-12-31_2013.jpg,1,75
imdb_crop/64/nm0000164_rm2026486016_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm2090576896_1937-12-31_2012.jpg,1,74
imdb_crop/64/nm0000164_rm2480714752_1937-12-31_2012.jpg,1,74
imdb_crop/64/nm0000164_rm2534715136_1937-12-31_2012.jpg,1,74
imdb_crop/64/nm0000164_rm3107161088_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm3123938304_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm32083456_1937-12-31_2010.jpg,1,72
imdb_crop/64/nm0000164_rm3212816128_1937-12-31_2012.jpg,1,74
imdb_crop/64/nm0000164_rm3223815424_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm3371938560_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm3391587584_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm3492250880_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm362775040_1937-12-31_2010.jpg,1,72
imdb_crop/64/nm0000164_rm3633811200_1937-12-31_2010.jpg,1,72
imdb_crop/64/nm0000164_rm3650588416_1937-12-31_2010.jpg,1,72
imdb_crop/64/nm0000164_rm3667365632_1937-12-31_2010.jpg,1,72
imdb_crop/64/nm0000164_rm3700920064_1937-12-31_2010.jpg,1,72
imdb_crop/64/nm0000164_rm4088169728_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm4121724160_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm4222387456_1937-12-31_2011.jpg,1,73
imdb_crop/64/nm0000164_rm429883904_1937-12-31_2010.jpg,1,72
imdb_crop/64/nm0000164_rm448580352_1937-12-31_2014.jpg,1,76
imdb_crop/64/nm0000164_rm682592512_1937-12-31_2010.jpg,1,72
imdb_crop/64/nm0000164_rm862490368_1937-12-31_2010.jpg,1,72
imdb_crop/72/nm0000172_rm1027128064_1939-5-13_2010.jpg,1,70
imdb_crop/72/nm0000172_rm1532920064_1939-5-13_2010.jpg,1,70
imdb_crop/72/nm0000172_rm3163681792_1939-5-13_2015.jpg,1,75
imdb_crop/72/nm0000172_rm3206412032_1939-5-13_2015.jpg,1,75
imdb_crop/72/nm0000172_rm3365862912_1939-5-13_2014.jpg,1,74
imdb_crop/72/nm0000172_rm3499226112_1939-5-13_2015.jpg,1,75
imdb_crop/72/nm0000172_rm4193057024_1939-5-13_2014.jpg,1,74
imdb_crop/72/nm0000172_rm697224448_1939-5-13_2013.jpg,1,73
imdb_crop/72/nm0000172_rm809024256_1939-5-13_2010.jpg,1,70
imdb_crop/97/nm0000197_rm1685685248_1937-4-22_2010.jpg,1,72
imdb_crop/97/nm0000197_rm1786348544_1937-4-22_2010.jpg,1,72
imdb_crop/97/nm0000197_rm1954120704_1937-4-22_2010.jpg,1,72
imdb_crop/97/nm0000197_rm2745406976_1937-4-22_2008.jpg,1,70
imdb_crop/97/nm0000197_rm3533870592_1937-4-22_2008.jpg,1,70
imdb_crop/99/nm0000199_rm1073331456_1940-4-25_2011.jpg,1,70
imdb_crop/99/nm0000199_rm1484562432_1940-4-25_2013.jpg,1,72
imdb_crop/99/nm0000199_rm1629799936_1940-4-25_2014.jpg,1,73
imdb_crop/99/nm0000199_rm1646577152_1940-4-25_2014.jpg,1,73
imdb_crop/99/nm0000199_rm1651830784_1940-4-25_2015.jpg,1,74
imdb_crop/99/nm0000199_rm1766573568_1940-4-25_2014.jpg,1,73
imdb_crop/99/nm0000199_rm2504699136_1940-4-25_2013.jpg,1,72
imdb_crop/99/nm0000199_rm2709299200_1940-4-25_2013.jpg,1,72
imdb_crop/99/nm0000199_rm3216098048_1940-4-25_2014.jpg,1,73
imdb_crop/99/nm0000199_rm3963466240_1940-4-25_2011.jpg,1,70
imdb_crop/99/nm0000199_rm4131238400_1940-4-25_2011.jpg,1,70
imdb_crop/99/nm0000199_rm4214270976_1940-4-25_2012.jpg,1,71
imdb_crop/99/nm0000199_rm888782080_1940-4-25_2011.jpg,1,70
imdb_crop/17/nm0000217_rm3087716352_1942-11-17_2013.jpg,1,70
imdb_crop/17/nm0000217_rm3320235264_1942-11-17_2014.jpg,1,71
imdb_crop/17/nm0000217_rm690865920_1942-11-17_2014.jpg,1,71
imdb_crop/17/nm0000217_rm986370304_1942-11-17_2013.jpg,1,70
imdb_crop/57/nm0000257_rm1306965504_1936-1-28_2012.jpg,1,75
imdb_crop/57/nm0000257_rm1747817984_1936-1-28_2008.jpg,1,71
imdb_crop/57/nm0000257_rm1799198464_1936-1-28_2008.jpg,1,71
imdb_crop/57/nm0000257_rm2682437376_1936-1-28_2010.jpg,1,73
imdb_crop/57/nm0000257_rm2755959296_1936-1-28_2007.jpg,1,70
imdb_crop/57/nm0000257_rm2772736512_1936-1-28_2007.jpg,1,70
imdb_crop/57/nm0000257_rm3232542720_1936-1-28_2008.jpg,1,71
imdb_crop/57/nm0000257_rm3415841536_1936-1-28_2008.jpg,1,71
imdb_crop/57/nm0000257_rm3432618752_1936-1-28_2008.jpg,1,71
imdb_crop/57/nm0000257_rm3565597184_1936-1-28_2011.jpg,1,74
imdb_crop/57/nm0000257_rm572051712_1936-1-28_2013.jpg,1,76
imdb_crop/57/nm0000257_rm616149504_1936-1-28_2011.jpg,1,74
imdb_crop/65/nm0000265_rm2186385664_1925-2-20_2001.jpg,1,75
imdb_crop/65/nm0000265_rm2236717312_1925-2-20_2001.jpg,1,75
imdb_crop/65/nm0000265_rm3242760448_1925-2-20_2006.jpg,1,80
imdb_crop/65/nm0000265_rm4085815552_1925-2-20_1998.jpg,1,72
imdb_crop/65/nm0000265_rm4102592768_1925-2-20_1998.jpg,1,72
imdb_crop/65/nm0000265_rm488479488_1925-2-20_2003.jpg,1,77
imdb_crop/65/nm0000265_rm640006400_1925-2-20_2000.jpg,1,74
imdb_crop/67/nm0000267_rm1209004544_1935-10-1_2015.jpg,0,79
imdb_crop/67/nm0000267_rm1409193984_1935-10-1_2007.jpg,0,71
imdb_crop/67/nm0000267_rm1459525632_1935-10-1_2007.jpg,0,71
imdb_crop/67/nm0000267_rm2511700736_1935-10-1_2010.jpg,0,74
imdb_crop/67/nm0000267_rm2725485056_1935-10-1_2007.jpg,0,71
imdb_crop/67/nm0000267_rm2968296192_1935-10-1_2007.jpg,0,71
imdb_crop/67/nm0000267_rm2985073408_1935-10-1_2007.jpg,0,71
imdb_crop/67/nm0000267_rm3219954432_1935-10-1_2007.jpg,0,71
imdb_crop/67/nm0000267_rm3354038016_1935-10-1_2010.jpg,0,74
imdb_crop/68/nm0000268_rm2990263552_1941-4-28_2013.jpg,0,71
imdb_crop/73/nm0000273_rm111380992_1934-3-26_2008.jpg,1,73
imdb_crop/73/nm0000273_rm1441569536_1934-3-26_2007.jpg,1,72
imdb_crop/73/nm0000273_rm1839371776_1934-3-26_2008.jpg,1,73
imdb_crop/73/nm0000273_rm1921234944_1934-3-26_2006.jpg,1,71
imdb_crop/73/nm0000273_rm2144963328_1934-3-26_2009.jpg,1,74
imdb_crop/73/nm0000273_rm2254491648_1934-3-26_2013.jpg,1,78
imdb_crop/73/nm0000273_rm2271268864_1934-3-26_2013.jpg,1,78
imdb_crop/73/nm0000273_rm2462423040_1934-3-26_2006.jpg,1,71
imdb_crop/73/nm0000273_rm2660734720_1934-3-26_2008.jpg,1,73
imdb_crop/73/nm0000273_rm2847184896_1934-3-26_2007.jpg,1,72
imdb_crop/73/nm0000273_rm2992689152_1934-3-26_2013.jpg,1,78
imdb_crop/73/nm0000273_rm3072431104_1934-3-26_2008.jpg,1,73
imdb_crop/73/nm0000273_rm3165043200_1934-3-26_2007.jpg,1,72
imdb_crop/73/nm0000273_rm3263868416_1934-3-26_2012.jpg,1,77
imdb_crop/73/nm0000273_rm3629289216_1934-3-26_2009.jpg,1,74
imdb_crop/73/nm0000273_rm3960052224_1934-3-26_2007.jpg,1,72
imdb_crop/73/nm0000273_rm3976829440_1934-3-26_2007.jpg,1,72
imdb_crop/73/nm0000273_rm4104493056_1934-3-26_2007.jpg,1,72
imdb_crop/73/nm0000273_rm4105223936_1934-3-26_2011.jpg,1,76
imdb_crop/73/nm0000273_rm4196180736_1934-3-26_2013.jpg,1,78
imdb_crop/73/nm0000273_rm4246512384_1934-3-26_2013.jpg,1,78
imdb_crop/73/nm0000273_rm94603776_1934-3-26_2008.jpg,1,73
imdb_crop/03/nm0000303_rm3428309760_1925-8-22_2012.jpg,0,86
imdb_crop/08/nm0000308_rm1848285440_1917-1-24_1996.jpg,1,78
imdb_crop/08/nm0000308_rm2322564608_1917-1-24_2010.jpg,1,92
imdb_crop/08/nm0000308_rm2704379392_1917-1-24_1997.jpg,1,79
imdb_crop/08/nm0000308_rm3112273408_1917-1-24_2010.jpg,1,92
imdb_crop/14/nm0000314_rm4233938688_1921-11-3_2014.jpg,1,92
imdb_crop/23/nm0000323_rm1123654400_1933-3-14_2005.jpg,1,71
imdb_crop/23/nm0000323_rm1344986112_1933-3-14_2013.jpg,1,79
imdb_crop/23/nm0000323_rm1694600960_1933-3-14_2006.jpg,1,72
imdb_crop/23/nm0000323_rm1881839360_1933-3-14_2008.jpg,1,74
